353	285
117	383
124	180
127	448
174	68
69	370
116	328
132	258
130	278
279	490
88	79
258	323
232	216
230	248
72	118
167	98
351	113
74	97
198	125
73	130
133	132
330	128
260	68
168	85
368	50
233	108
146	74
137	10
54	286
9	64
432	258
10	468
376	23
92	482
270	128
487	329
388	386
47	355
267	186
315	362
7	328
285	42
137	433
7	39
490	216
262	334
116	357
343	325
210	146
105	90
22	388
364	390
266	109
115	491
330	73
159	23
37	487
376	364
285	407
105	144
133	241
463	424
9	260
285	206
278	1
353	453
364	22
416	232
184	418
168	177
279	102
133	76
7	171
167	481
154	448
230	93
433	73
272	379
280	424
22	231
343	231
102	66
116	285
266	85
487	168
116	330
230	357
165	93
144	114
17	487
177	388
241	53
174	416
386	465
447	105
285	127
119	267
494	376
285	175
231	305
154	39
174	43
386	435
383	258
232	215
453	42
231	73
343	334
91	390
50	214
491	315
284	215
264	117
105	324
210	279
315	353
305	128
175	167
127	73
386	291
148	117
150	147
47	133
129	365
216	221
258	23
395	260
88	386
133	364
391	123
120	70
137	339
375	153
171	232
470	28
288	42
230	423
175	74
413	474
117	457
128	366
370	315
171	23
391	258
53	285
153	233
386	290
70	206
386	343
351	386
233	293
345	284
233	456
222	222
4	10
23	69
73	305
386	383
313	125
226	174
96	483
54	53
86	389
54	345
407	427
216	168
105	440
83	398
132	74
284	130
465	173
453	330
138	57
116	271
266	458
68	98
447	119
3	78
12	285
124	184
25	85
226	93
241	137
386	357
129	153
331	241
285	290
189	35
188	125
447	296
370	221
284	433
331	39
315	4
212	358
175	284
285	132
471	315
117	184
345	7
133	42
74	141
418	84
231	64
39	117
463	285
129	184
487	360
329	336
54	424
435	114
133	343
290	117
343	453
10	498
165	452
453	108
395	214
54	74
386	130
487	27
128	383
326	353
252	154
364	345
137	296
153	85
116	102
343	156
339	258
465	120
498	119
81	53
9	364
184	424
153	453
3	70
278	7
358	357
7	290
389	349
133	186
258	163
39	153
418	95
486	241
184	98
465	81
28	474
488	272
395	216
186	276
157	81
364	386
53	168
64	331
463	185
104	117
231	453
490	185
290	73
233	152
64	259
376	285
258	290
284	232
77	68
129	188
152	260
453	343
133	324
157	258
483	202
448	233
388	113
113	386
132	81
453	212
10	157
365	266
266	45
184	296
127	1
285	91
289	463
3	133
125	388
158	132
313	133
241	98
232	138
403	214
233	403
81	368
105	142
266	22
57	435
386	15
117	232
483	230
49	222
127	98
104	241
383	71
343	105
230	453
176	20
116	418
83	433
285	413
137	57
315	395
145	89
416	64
83	339
105	29
64	487
57	274
284	153
357	116
365	323
263	89
6	338
357	258
376	206
157	305
28	453
149	204
233	328
168	413
386	175
73	231
151	376
230	174
4	100
62	91
150	10
166	117
357	212
175	173
120	285
490	201
447	278
114	206
125	284
88	168
94	221
386	102
278	285
159	360
147	185
29	386
339	386
376	258
129	478
42	171
7	224
132	459
10	176
453	147
7	416
37	447
453	81
70	46
253	233
324	114
272	119
395	233
39	446
7	185
