330	307
453	385
312	46
196	269
423	147
280	60
77	135
415	230
289	324
401	182
169	226
249	230
141	251
32	60
66	111
58	467
202	100
102	426
488	84
456	42
251	111
23	188
41	202
195	373
292	482
182	452
71	0
66	84
419	132
372	396
320	339
461	236
480	132
85	230
141	335
141	90
132	0
169	221
182	396
52	141
137	188
31	282
101	145
343	148
330	408
195	120
101	0
429	188
161	31
275	100
11	0
36	49
388	146
66	483
298	448
401	85
388	386
224	0
477	428
292	445
461	423
53	23
440	196
332	429
262	102
432	127
126	482
145	499
244	477
113	407
23	213
425	451
147	135
168	136
396	84
277	206
327	111
74	95
110	465
281	177
367	245
210	146
10	46
53	0
275	221
268	482
367	378
392	262
202	366
145	0
145	204
171	451
419	149
201	110
372	117
438	230
106	371
226	188
18	98
22	388
330	439
19	441
497	266
194	0
369	40
290	419
320	452
276	417
192	381
292	265
148	20
121	194
430	227
236	230
101	385
454	409
196	304
165	182
307	319
202	396
349	471
87	46
171	230
407	132
102	301
409	2
87	494
238	20
283	396
67	110
381	179
306	437
216	396
140	431
178	484
349	134
206	324
35	24
306	478
95	467
188	0
379	230
433	210
401	68
484	432
412	237
53	494
236	298
414	318
414	489
35	432
58	385
208	261
323	482
99	386
497	84
17	67
23	6
73	145
57	494
435	409
486	410
336	84
33	396
196	381
325	477
304	82
395	266
234	266
70	266
415	328
148	241
32	299
345	188
21	356
202	388
173	301
36	132
301	235
72	440
454	468
410	101
367	303
473	401
331	132
105	173
121	0
291	132
487	428
94	177
53	432
5	318
425	266
86	99
467	26
52	457
99	223
484	451
147	381
477	146
306	383
101	208
311	424
5	396
246	158
477	357
349	373
171	180
61	428
210	339
371	356
101	447
289	116
85	48
64	348
359	266
101	230
41	277
354	230
169	58
330	416
343	236
367	59
85	339
83	387
216	221
277	111
274	109
196	353
12	230
324	49
143	15
226	396
163	356
449	274
436	428
100	92
296	361
300	48
202	58
292	254
249	31
5	276
368	109
341	298
201	15
423	230
412	142
361	235
165	0
19	42
65	247
231	0
457	120
237	151
6	444
130	396
4	407
85	44
85	200
385	309
230	226
369	419
51	357
289	353
477	353
339	218
86	426
105	413
266	356
321	18
158	65
102	85
6	121
64	386
50	308
424	46
32	124
449	498
415	124
95	96
436	216
271	396
35	424
228	335
148	258
316	230
226	218
270	277
65	206
147	138
60	57
277	53
476	266
73	318
424	235
74	356
