0	365
0	359
0	149
0	485
0	469
0	324
0	420
0	19
1	365
1	372
1	316
1	368
1	444
1	76
2	243
2	154
2	23
2	41
2	402
2	191
2	499
3	15
4	67
5	365
5	458
6	122
7	112
7	192
7	376
7	93
7	258
7	261
9	241
9	373
9	108
9	283
9	117
9	86
9	87
10	337
10	87
11	365
12	78
12	365
12	99
12	199
12	195
13	247
13	467
13	101
13	320
13	116
13	275
13	326
14	391
15	236
15	365
15	457
15	157
15	207
15	177
15	190
15	468
15	83
15	374
15	451
15	383
15	313
15	336
16	92
16	283
17	387
18	365
18	300
18	476
18	108
18	37
19	365
19	0
19	359
19	149
19	485
19	469
19	324
19	420
20	171
20	31
20	233
20	202
21	242
21	106
21	137
21	371
21	210
21	358
23	243
23	426
23	2
23	402
23	125
23	191
23	499
24	242
24	21
24	106
24	137
24	371
24	210
24	358
25	365
25	295
25	274
25	312
26	47
26	120
26	276
26	357
27	252
27	159
27	294
27	495
27	194
27	363
28	327
28	43
29	219
29	365
29	169
30	247
30	467
30	101
30	320
30	13
30	275
30	326
31	240
31	207
31	177
31	15
31	308
31	233
31	202
31	171
31	272
32	240
32	105
33	477
34	365
34	50
34	381
34	342
34	422
35	222
35	365
35	130
35	81
35	408
35	161
35	95
35	250
35	238
35	228
35	284
36	29
36	365
36	262
37	482
37	399
37	147
37	115
37	282
38	391
39	134
39	360
40	365
41	426
41	445
41	94
41	125
42	273
42	289
42	268
42	414
43	197
43	184
44	365
44	493
44	114
44	15
44	345
46	365
46	140
46	180
47	29
47	262
47	36
48	332
48	232
48	401
48	131
48	60
49	323
49	182
50	365
50	34
50	381
50	342
50	422
51	365
51	460
52	301
52	90
54	352
54	428
54	375
54	212
54	389
54	152
55	441
56	241
56	365
56	300
56	476
56	113
58	241
58	365
58	353
59	252
59	244
59	159
59	294
59	194
59	27
59	363
60	332
60	48
60	232
60	401
60	131
61	409
61	365
61	300
62	352
62	428
62	375
62	212
62	389
62	54
63	415
65	217
65	277
65	398
65	308
65	322
66	314
66	315
66	341
66	257
66	85
67	365
67	309
67	321
68	196
68	3
68	176
68	102
70	494
70	253
70	193
71	172
71	239
72	110
72	298
72	121
72	279
72	138
72	319
72	91
72	170
74	349
74	340
74	203
74	360
75	399
75	56
76	330
77	251
77	365
77	475
77	300
77	465
77	113
77	419
77	145
78	291
78	366
78	455
78	338
78	166
78	99
78	198
78	484
78	369
78	288
78	362
78	356
78	181
78	12
78	205
79	229
79	213
79	440
81	365
81	130
81	408
81	281
81	161
81	95
81	487
81	250
81	238
81	228
81	35
81	284
82	365
82	81
82	130
82	408
82	161
82	95
82	250
82	238
82	228
82	35
82	284
83	139
83	215
83	471
83	84
84	139
84	471
84	215
85	341
85	315
85	257
85	314
86	384
86	226
86	117
87	264
87	10
87	256
87	108
87	387
88	365
88	302
88	423
89	270
89	155
90	52
90	301
91	110
91	298
91	121
91	279
91	138
91	319
91	170
91	72
92	16
92	283
93	112
93	192
93	376
93	258
93	261
93	7
94	41
94	442
94	125
95	365
95	81
95	130
95	408
95	161
95	450
95	250
95	238
95	228
95	35
95	284
97	270
97	52
97	73
97	89
98	22
99	365
99	42
100	489
100	396
101	326
101	247
101	467
101	320
101	275
101	13
102	68
103	299
106	242
106	21
106	137
106	371
106	386
106	210
106	358
107	29
107	365
107	372
107	169
107	108
107	15
107	219
107	498
107	274
107	268
