275	351
330	307
385	85
87	167
291	459
133	400
197	459
118	477
225	290
103	64
290	58
298	167
249	282
45	1
174	183
82	108
228	86
199	145
146	31
64	347
283	263
182	164
366	84
8	281
234	366
1	442
325	247
344	385
8	427
473	482
413	110
181	298
322	110
108	69
297	482
56	145
281	155
284	234
337	66
244	240
346	465
217	351
204	275
445	252
419	304
198	145
397	127
110	465
121	197
41	247
309	103
351	166
266	186
232	482
209	199
110	104
284	180
194	31
281	304
413	77
99	213
436	127
258	70
285	407
372	16
85	56
290	180
183	114
307	183
216	281
240	403
230	204
86	198
82	252
187	304
21	338
498	386
338	167
177	419
104	87
110	167
183	107
167	481
247	86
487	6
465	295
36	104
247	173
70	155
413	127
64	171
45	120
86	452
407	276
51	104
487	304
213	338
371	344
64	187
241	84
1	404
146	78
151	124
107	42
240	80
229	181
413	466
189	227
184	71
87	99
184	301
62	141
444	351
187	385
230	84
236	290
191	284
86	163
173	167
90	465
204	198
252	139
346	187
146	281
82	31
85	344
45	104
103	145
80	127
240	336
86	297
490	338
449	385
355	82
197	85
190	240
248	85
385	420
281	49
385	265
282	157
82	182
104	371
297	12
129	145
191	454
346	441
62	443
394	325
51	357
167	203
241	122
293	198
407	405
282	63
372	388
404	275
282	167
313	229
167	311
302	64
493	174
55	21
70	382
199	139
382	290
252	87
118	179
393	234
357	346
187	96
191	318
45	87
282	371
99	346
366	132
385	236
224	199
85	167
146	414
400	247
127	228
366	227
441	454
357	240
233	372
282	397
111	173
379	45
49	258
219	183
84	407
184	33
281	293
127	460
66	152
167	26
1	127
294	230
275	283
322	126
145	450
264	120
121	498
407	187
173	108
192	120
339	246
146	234
290	117
459	85
346	280
64	38
118	110
382	84
275	56
288	31
297	166
124	158
244	280
281	113
304	413
172	190
56	383
292	263
425	304
1	346
407	182
156	167
371	200
309	345
189	302
146	246
373	246
121	382
265	427
339	312
351	64
85	1
252	166
187	465
84	477
70	33
426	442
172	252
385	14
304	176
459	77
121	108
383	156
266	166
90	357
371	322
209	94
285	33
167	38
87	322
174	475
275	281
118	351
224	232
197	240
184	407
118	129
6	263
68	79
436	61
281	282
260	247
194	86
360	182
281	441
77	9
371	236
234	460
82	486
163	183
194	266
233	164
131	351
112	351
232	349
187	247
309	465
323	8
225	152
166	96
56	190
191	260
122	218
218	419
240	124
122	312
338	120
7	96
82	87
240	400
246	386
373	413
82	351
320	469
174	145
1	385
96	482
199	187
186	234
64	26
265	229
145	139
281	199
477	375
372	330
466	187
379	2
366	82
236	322
173	246
454	82
351	290
36	62
346	58
281	190
466	45
207	187
1	121
477	346
328	290
444	58
27	477
93	61
297	465
113	103
298	477
126	481
232	46
423	187
151	107
104	307
247	122
103	227
486	484
173	224
281	217
363	110
129	371
76	129
281	122
129	322
155	85
454	441
87	240
108	113
69	236
240	372
53	183
117	63
1	407
118	165
346	167
172	322
347	471
124	8
282	236
290	291
64	321
290	90
66	167
409	167
122	313
234	418
184	220
290	26
427	429
84	347
486	459
281	127
246	51
121	173
104	45
46	77
372	124
182	108
99	471
347	108
7	25
384	45
298	454
357	33
266	17
181	414
298	252
477	248
66	31
371	284
318	291
455	40
113	187
280	127
208	240
263	395
183	182
96	199
291	218
182	87
400	281
298	275
486	7
246	127
45	86
282	467
93	120
234	103
174	168
191	30
49	263
265	340
297	40
26	498
